Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/12/2017 00:00,CAPITL,61757,29.67,1.33,-7.81
02/12/2017 00:00,CENTRL,61754,21.56,0.10,-0.92
02/12/2017 00:00,DUNWOD,61760,28.12,1.74,-5.84
02/12/2017 00:00,GENESE,61753,20.75,-0.51,-0.73
02/12/2017 00:00,H Q,61844,19.92,-0.62,0.00
02/12/2017 00:00,HUD VL,61758,28.12,1.74,-5.84
02/12/2017 00:00,LONGIL,61762,36.05,2.65,-12.86
02/12/2017 00:00,MHK VL,61756,22.16,0.53,-1.10
02/12/2017 00:00,MILLWD,61759,28.18,1.74,-5.90
02/12/2017 00:00,N.Y.C.,61761,28.27,1.89,-5.85
02/12/2017 00:00,NORTH,61755,19.73,-0.80,0.00
02/12/2017 00:00,NPX,61845,28.86,1.42,-6.91
02/12/2017 00:00,O H,61846,20.51,-1.01,-0.98
02/12/2017 00:00,PJM,61847,24.00,0.21,-3.26
02/12/2017 00:00,WEST,61752,20.85,-0.64,-0.95
02/12/2017 01:00,CAPITL,61757,27.85,1.34,-6.54
02/12/2017 01:00,CENTRL,61754,20.92,0.18,-0.77
02/12/2017 01:00,DUNWOD,61760,26.52,1.66,-4.89
02/12/2017 01:00,GENESE,61753,20.20,-0.38,-0.61
02/12/2017 01:00,H Q,61844,19.33,-0.64,0.00
02/12/2017 01:00,HUD VL,61758,26.54,1.68,-4.89
02/12/2017 01:00,LONGIL,61762,27.40,2.54,-4.90
02/12/2017 01:00,MHK VL,61756,21.43,0.54,-0.92
02/12/2017 01:00,MILLWD,61759,26.59,1.68,-4.94
02/12/2017 01:00,N.Y.C.,61761,26.66,1.80,-4.90
02/12/2017 01:00,NORTH,61755,19.01,-0.96,0.00
02/12/2017 01:00,NPX,61845,27.16,1.40,-5.79
02/12/2017 01:00,O H,61846,20.01,-0.78,-0.83
02/12/2017 01:00,PJM,61847,23.00,0.30,-2.73
02/12/2017 01:00,WEST,61752,20.36,-0.40,-0.80
02/12/2017 02:00,CAPITL,61757,27.29,1.21,-7.96
02/12/2017 02:00,CENTRL,61754,19.22,0.16,-0.94
02/12/2017 02:00,DUNWOD,61760,25.51,1.43,-5.95
02/12/2017 02:00,GENESE,61753,18.56,-0.31,-0.75
02/12/2017 02:00,H Q,61844,17.54,-0.58,0.00
02/12/2017 02:00,HUD VL,61758,25.53,1.45,-5.96
02/12/2017 02:00,LONGIL,61762,26.23,2.16,-5.96
02/12/2017 02:00,MHK VL,61756,19.73,0.49,-1.12
02/12/2017 02:00,MILLWD,61759,25.59,1.45,-6.01
02/12/2017 02:00,N.Y.C.,61761,25.64,1.56,-5.96
02/12/2017 02:00,NORTH,61755,17.25,-0.87,0.00
02/12/2017 02:00,NPX,61845,26.40,1.23,-7.04
02/12/2017 02:00,O H,61846,18.46,-0.67,-1.00
02/12/2017 02:00,PJM,61847,21.70,0.25,-3.32
02/12/2017 02:00,WEST,61752,18.75,-0.34,-0.97
02/12/2017 03:00,CAPITL,61757,26.57,1.24,-6.79
02/12/2017 03:00,CENTRL,61754,19.47,0.13,-0.80
02/12/2017 03:00,DUNWOD,61760,25.07,1.45,-5.08
02/12/2017 03:00,GENESE,61753,18.81,-0.37,-0.64
02/12/2017 03:00,H Q,61844,17.97,-0.57,0.00
02/12/2017 03:00,HUD VL,61758,25.10,1.48,-5.08
02/12/2017 03:00,LONGIL,61762,25.73,2.11,-5.08
02/12/2017 03:00,MHK VL,61756,20.00,0.50,-0.95
02/12/2017 03:00,MILLWD,61759,25.15,1.48,-5.13
02/12/2017 03:00,N.Y.C.,61761,25.18,1.56,-5.08
02/12/2017 03:00,NORTH,61755,17.78,-0.76,0.00
02/12/2017 03:00,NPX,61845,25.79,1.24,-6.01
02/12/2017 03:00,O H,61846,18.60,-0.80,-0.86
02/12/2017 03:00,PJM,61847,21.58,0.20,-2.84
02/12/2017 03:00,WEST,61752,18.88,-0.48,-0.83
02/12/2017 04:00,CAPITL,61757,26.83,1.19,-7.94
02/12/2017 04:00,CENTRL,61754,18.81,0.18,-0.93
02/12/2017 04:00,DUNWOD,61760,25.02,1.38,-5.94
02/12/2017 04:00,GENESE,61753,18.18,-0.27,-0.74
02/12/2017 04:00,H Q,61844,17.13,-0.57,0.00
02/12/2017 04:00,HUD VL,61758,25.09,1.45,-5.94
02/12/2017 04:00,LONGIL,61762,25.71,2.07,-5.94
02/12/2017 04:00,MHK VL,61756,19.30,0.48,-1.12
02/12/2017 04:00,MILLWD,61759,25.12,1.42,-6.00
02/12/2017 04:00,N.Y.C.,61761,25.13,1.49,-5.94
02/12/2017 04:00,NORTH,61755,16.85,-0.85,0.00
02/12/2017 04:00,NPX,61845,25.95,1.22,-7.03
02/12/2017 04:00,O H,61846,18.10,-0.60,-1.00
02/12/2017 04:00,PJM,61847,21.30,0.28,-3.32
02/12/2017 04:00,WEST,61752,18.40,-0.27,-0.97
02/12/2017 05:00,CAPITL,61757,24.96,1.21,-5.69
02/12/2017 05:00,CENTRL,61754,18.93,0.20,-0.67
02/12/2017 05:00,DUNWOD,61760,23.76,1.45,-4.25
02/12/2017 05:00,GENESE,61753,18.36,-0.24,-0.53
02/12/2017 05:00,H Q,61844,17.47,-0.60,0.00
02/12/2017 05:00,HUD VL,61758,23.84,1.52,-4.26
02/12/2017 05:00,LONGIL,61762,24.45,2.13,-4.26
02/12/2017 05:00,MHK VL,61756,19.35,0.49,-0.80
02/12/2017 05:00,MILLWD,61759,23.82,1.46,-4.30
02/12/2017 05:00,N.Y.C.,61761,23.84,1.52,-4.26
02/12/2017 05:00,NORTH,61755,17.21,-0.85,0.00
02/12/2017 05:00,NPX,61845,24.38,1.28,-5.03
02/12/2017 05:00,O H,61846,18.20,-0.58,-0.72
02/12/2017 05:00,PJM,61847,20.76,0.33,-2.38
02/12/2017 05:00,WEST,61752,18.54,-0.22,-0.69
02/12/2017 06:00,CAPITL,61757,26.56,1.27,-6.59
02/12/2017 06:00,CENTRL,61754,19.74,0.26,-0.78
02/12/2017 06:00,DUNWOD,61760,25.14,1.51,-4.93
02/12/2017 06:00,GENESE,61753,19.13,-0.19,-0.62
