"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"01/31/2021 00:00:00","EST","CAPITL",61757,1485.7584
"01/31/2021 00:00:00","EST","CENTRL",61754,1903.0105
"01/31/2021 00:00:00","EST","DUNWOD",61760,615.6605
"01/31/2021 00:00:00","EST","GENESE",61753,1109.2446
"01/31/2021 00:00:00","EST","HUD VL",61758,1093.3131
"01/31/2021 00:00:00","EST","LONGIL",61762,2170.712
"01/31/2021 00:00:00","EST","MHK VL",61756,1020.2325
"01/31/2021 00:00:00","EST","MILLWD",61759,396.7108
"01/31/2021 00:00:00","EST","N.Y.C.",61761,5227.4848
"01/31/2021 00:00:00","EST","NORTH",61755,720.154
"01/31/2021 00:00:00","EST","WEST",61752,1642.4799
"01/31/2021 01:00:00","EST","CAPITL",61757,1465.5396
"01/31/2021 01:00:00","EST","CENTRL",61754,1884.585
"01/31/2021 01:00:00","EST","DUNWOD",61760,600.5046
"01/31/2021 01:00:00","EST","GENESE",61753,1082.2563
"01/31/2021 01:00:00","EST","HUD VL",61758,1067.4452
"01/31/2021 01:00:00","EST","LONGIL",61762,2093.1688
"01/31/2021 01:00:00","EST","MHK VL",61756,999.3606
"01/31/2021 01:00:00","EST","MILLWD",61759,385.2441
"01/31/2021 01:00:00","EST","N.Y.C.",61761,5056.9862
"01/31/2021 01:00:00","EST","NORTH",61755,715.9059
"01/31/2021 01:00:00","EST","WEST",61752,1607.2379
"01/31/2021 02:00:00","EST","CAPITL",61757,1455.3038
"01/31/2021 02:00:00","EST","CENTRL",61754,1870.5179
"01/31/2021 02:00:00","EST","DUNWOD",61760,582.5771
"01/31/2021 02:00:00","EST","GENESE",61753,1066.4589
"01/31/2021 02:00:00","EST","HUD VL",61758,1057.5889
"01/31/2021 02:00:00","EST","LONGIL",61762,2049.2549
"01/31/2021 02:00:00","EST","MHK VL",61756,995.2468
"01/31/2021 02:00:00","EST","MILLWD",61759,374.8938
"01/31/2021 02:00:00","EST","N.Y.C.",61761,4924.76
"01/31/2021 02:00:00","EST","NORTH",61755,718.3618
"01/31/2021 02:00:00","EST","WEST",61752,1591.315
"01/31/2021 03:00:00","EST","CAPITL",61757,1460.353
"01/31/2021 03:00:00","EST","CENTRL",61754,1870.7582
"01/31/2021 03:00:00","EST","DUNWOD",61760,576.9381
"01/31/2021 03:00:00","EST","GENESE",61753,1057.8525
"01/31/2021 03:00:00","EST","HUD VL",61758,1054.2659
"01/31/2021 03:00:00","EST","LONGIL",61762,2024.0398
"01/31/2021 03:00:00","EST","MHK VL",61756,991.759
"01/31/2021 03:00:00","EST","MILLWD",61759,369.134
"01/31/2021 03:00:00","EST","N.Y.C.",61761,4844.7901
"01/31/2021 03:00:00","EST","NORTH",61755,720.5972
"01/31/2021 03:00:00","EST","WEST",61752,1574.2065
"01/31/2021 04:00:00","EST","CAPITL",61757,1475.4882
"01/31/2021 04:00:00","EST","CENTRL",61754,1865.227
"01/31/2021 04:00:00","EST","DUNWOD",61760,579.5529
"01/31/2021 04:00:00","EST","GENESE",61753,1065.1267
"01/31/2021 04:00:00","EST","HUD VL",61758,1066.9976
"01/31/2021 04:00:00","EST","LONGIL",61762,2030.0317
"01/31/2021 04:00:00","EST","MHK VL",61756,999.4209
"01/31/2021 04:00:00","EST","MILLWD",61759,366.7652
"01/31/2021 04:00:00","EST","N.Y.C.",61761,4827.3533
"01/31/2021 04:00:00","EST","NORTH",61755,723.0865
"01/31/2021 04:00:00","EST","WEST",61752,1573.685
"01/31/2021 05:00:00","EST","CAPITL",61757,1499.8096
"01/31/2021 05:00:00","EST","CENTRL",61754,1924.0658
"01/31/2021 05:00:00","EST","DUNWOD",61760,588.8334
"01/31/2021 05:00:00","EST","GENESE",61753,1092.7521
"01/31/2021 05:00:00","EST","HUD VL",61758,1080.9648
"01/31/2021 05:00:00","EST","LONGIL",61762,2062.7358
"01/31/2021 05:00:00","EST","MHK VL",61756,1025.151
"01/31/2021 05:00:00","EST","MILLWD",61759,380.7264
"01/31/2021 05:00:00","EST","N.Y.C.",61761,4887.6019
"01/31/2021 05:00:00","EST","NORTH",61755,730.0016
"01/31/2021 05:00:00","EST","WEST",61752,1592.8629
"01/31/2021 06:00:00","EST","CAPITL",61757,1548.764
"01/31/2021 06:00:00","EST","CENTRL",61754,1987.1695
"01/31/2021 06:00:00","EST","DUNWOD",61760,610.616
"01/31/2021 06:00:00","EST","GENESE",61753,1131.8247
"01/31/2021 06:00:00","EST","HUD VL",61758,1118.2128
"01/31/2021 06:00:00","EST","LONGIL",61762,2129.2567
"01/31/2021 06:00:00","EST","MHK VL",61756,1063.8863
"01/31/2021 06:00:00","EST","MILLWD",61759,395.1537
"01/31/2021 06:00:00","EST","N.Y.C.",61761,5004.6759
"01/31/2021 06:00:00","EST","NORTH",61755,740.3197
"01/31/2021 06:00:00","EST","WEST",61752,1629.5088
"01/31/2021 07:00:00","EST","CAPITL",61757,1613.4501
"01/31/2021 07:00:00","EST","CENTRL",61754,2053.4728
"01/31/2021 07:00:00","EST","DUNWOD",61760,629.1847
"01/31/2021 07:00:00","EST","GENESE",61753,1174.0231
"01/31/2021 07:00:00","EST","HUD VL",61758,1160.2301
"01/31/2021 07:00:00","EST","LONGIL",61762,2201.7861
"01/31/2021 07:00:00","EST","MHK VL",61756,1112.5335
"01/31/2021 07:00:00","EST","MILLWD",61759,414.8449
"01/31/2021 07:00:00","EST","N.Y.C.",61761,5143.7695
"01/31/2021 07:00:00","EST","NORTH",61755,751.8114
"01/31/2021 07:00:00","EST","WEST",61752,1668.9133
"01/31/2021 08:00:00","EST","CAPITL",61757,1673.5694
"01/31/2021 08:00:00","EST","CENTRL",61754,2129.5076
"01/31/2021 08:00:00","EST","DUNWOD",61760,653.4599
"01/31/2021 08:00:00","EST","GENESE",61753,1223.3993
"01/31/2021 08:00:00","EST","HUD VL",61758,1215.0961
"01/31/2021 08:00:00","EST","LONGIL",61762,2285.0043
"01/31/2021 08:00:00","EST","MHK VL",61756,1166.2987
"01/31/2021 08:00:00","EST","MILLWD",61759,432.3101
"01/31/2021 08:00:00","EST","N.Y.C.",61761,5350.1032
"01/31/2021 08:00:00","EST","NORTH",61755,744.7687
"01/31/2021 08:00:00","EST","WEST",61752,1709.034
"01/31/2021 09:00:00","EST","CAPITL",61757,1701.537
"01/31/2021 09:00:00","EST","CENTRL",61754,2179.4188
"01/31/2021 09:00:00","EST","DUNWOD",61760,677.7268
"01/31/2021 09:00:00","EST","GENESE",61753,1270.7512
"01/31/2021 09:00:00","EST","HUD VL",61758,1249.0256
"01/31/2021 09:00:00","EST","LONGIL",61762,2381.1545
"01/31/2021 09:00:00","EST","MHK VL",61756,1186.0909
"01/31/2021 09:00:00","EST","MILLWD",61759,447.9013
"01/31/2021 09:00:00","EST","N.Y.C.",61761,5596.7743
"01/31/2021 09:00:00","EST","NORTH",61755,740.4552
"01/31/2021 09:00:00","EST","WEST",61752,1752.71
"01/31/2021 10:00:00","EST","CAPITL",61757,1694.3585
"01/31/2021 10:00:00","EST","CENTRL",61754,2168.5183
"01/31/2021 10:00:00","EST","DUNWOD",61760,693.4122
"01/31/2021 10:00:00","EST","GENESE",61753,1283.8485
"01/31/2021 10:00:00","EST","HUD VL",61758,1262.268
"01/31/2021 10:00:00","EST","LONGIL",61762,2423.0021
"01/31/2021 10:00:00","EST","MHK VL",61756,1183.0817
"01/31/2021 10:00:00","EST","MILLWD",61759,452.1396
"01/31/2021 10:00:00","EST","N.Y.C.",61761,5773.5118
"01/31/2021 10:00:00","EST","NORTH",61755,736.5248
"01/31/2021 10:00:00","EST","WEST",61752,1778.9707
"01/31/2021 11:00:00","EST","CAPITL",61757,1687.1551
"01/31/2021 11:00:00","EST","CENTRL",61754,2161.4599
"01/31/2021 11:00:00","EST","DUNWOD",61760,711.1117
"01/31/2021 11:00:00","EST","GENESE",61753,1278.2893
"01/31/2021 11:00:00","EST","HUD VL",61758,1280.2658
"01/31/2021 11:00:00","EST","LONGIL",61762,2386.6355
"01/31/2021 11:00:00","EST","MHK VL",61756,1171.1582
"01/31/2021 11:00:00","EST","MILLWD",61759,450.3453
"01/31/2021 11:00:00","EST","N.Y.C.",61761,5913.2855
"01/31/2021 11:00:00","EST","NORTH",61755,730.5598
"01/31/2021 11:00:00","EST","WEST",61752,1781.4486
"01/31/2021 12:00:00","EST","CAPITL",61757,1700.4473
"01/31/2021 12:00:00","EST","CENTRL",61754,2130.9996
"01/31/2021 12:00:00","EST","DUNWOD",61760,717.4131
"01/31/2021 12:00:00","EST","GENESE",61753,1260.172
"01/31/2021 12:00:00","EST","HUD VL",61758,1281.3572
"01/31/2021 12:00:00","EST","LONGIL",61762,2476.9615
"01/31/2021 12:00:00","EST","MHK VL",61756,1149.8848
"01/31/2021 12:00:00","EST","MILLWD",61759,446.5098
"01/31/2021 12:00:00","EST","N.Y.C.",61761,5989.6175
"01/31/2021 12:00:00","EST","NORTH",61755,721.2743
"01/31/2021 12:00:00","EST","WEST",61752,1772.2398
"01/31/2021 13:00:00","EST","CAPITL",61757,1671.7586
"01/31/2021 13:00:00","EST","CENTRL",61754,2081.6769
"01/31/2021 13:00:00","EST","DUNWOD",61760,720.5355
"01/31/2021 13:00:00","EST","GENESE",61753,1242.2814
"01/31/2021 13:00:00","EST","HUD VL",61758,1275.5002
"01/31/2021 13:00:00","EST","LONGIL",61762,2464.5801
"01/31/2021 13:00:00","EST","MHK VL",61756,1126.8554
"01/31/2021 13:00:00","EST","MILLWD",61759,444.2263
"01/31/2021 13:00:00","EST","N.Y.C.",61761,5980.5404
"01/31/2021 13:00:00","EST","NORTH",61755,710.9977
"01/31/2021 13:00:00","EST","WEST",61752,1758.8438
"01/31/2021 14:00:00","EST","CAPITL",61757,1652.5715
"01/31/2021 14:00:00","EST","CENTRL",61754,2075.847
"01/31/2021 14:00:00","EST","DUNWOD",61760,723.1159
"01/31/2021 14:00:00","EST","GENESE",61753,1241.9818
"01/31/2021 14:00:00","EST","HUD VL",61758,1264.611
"01/31/2021 14:00:00","EST","LONGIL",61762,2495.3921
"01/31/2021 14:00:00","EST","MHK VL",61756,1114.8143
"01/31/2021 14:00:00","EST","MILLWD",61759,449.5477
"01/31/2021 14:00:00","EST","N.Y.C.",61761,6000.4972
"01/31/2021 14:00:00","EST","NORTH",61755,706.8891
"01/31/2021 14:00:00","EST","WEST",61752,1732.6248
"01/31/2021 15:00:00","EST","CAPITL",61757,1676.8897
"01/31/2021 15:00:00","EST","CENTRL",61754,2089.3161
"01/31/2021 15:00:00","EST","DUNWOD",61760,722.272
"01/31/2021 15:00:00","EST","GENESE",61753,1254.6744
"01/31/2021 15:00:00","EST","HUD VL",61758,1280.102
"01/31/2021 15:00:00","EST","LONGIL",61762,2546.9344
"01/31/2021 15:00:00","EST","MHK VL",61756,1116.4301
"01/31/2021 15:00:00","EST","MILLWD",61759,458.4982
"01/31/2021 15:00:00","EST","N.Y.C.",61761,6045.6321
"01/31/2021 15:00:00","EST","NORTH",61755,720.773
"01/31/2021 15:00:00","EST","WEST",61752,1701.5588
"01/31/2021 16:00:00","EST","CAPITL",61757,1738.678
"01/31/2021 16:00:00","EST","CENTRL",61754,2148.4254
"01/31/2021 16:00:00","EST","DUNWOD",61760,740.8335
"01/31/2021 16:00:00","EST","GENESE",61753,1296.6918
"01/31/2021 16:00:00","EST","HUD VL",61758,1335.0008
"01/31/2021 16:00:00","EST","LONGIL",61762,2669.9972
"01/31/2021 16:00:00","EST","MHK VL",61756,1155.2999
"01/31/2021 16:00:00","EST","MILLWD",61759,464.4693
"01/31/2021 16:00:00","EST","N.Y.C.",61761,6141.4031
"01/31/2021 16:00:00","EST","NORTH",61755,740.4828
"01/31/2021 16:00:00","EST","WEST",61752,1744.9129
"01/31/2021 17:00:00","EST","CAPITL",61757,1829.92
"01/31/2021 17:00:00","EST","CENTRL",61754,2251.1051
"01/31/2021 17:00:00","EST","DUNWOD",61760,783.8747
"01/31/2021 17:00:00","EST","GENESE",61753,1376.5539
"01/31/2021 17:00:00","EST","HUD VL",61758,1418.5697
"01/31/2021 17:00:00","EST","LONGIL",61762,2866.6361
"01/31/2021 17:00:00","EST","MHK VL",61756,1219.0552
"01/31/2021 17:00:00","EST","MILLWD",61759,482.1424
"01/31/2021 17:00:00","EST","N.Y.C.",61761,6308.5964
"01/31/2021 17:00:00","EST","NORTH",61755,752.2267
"01/31/2021 17:00:00","EST","WEST",61752,1838.6227
"01/31/2021 18:00:00","EST","CAPITL",61757,1832.5814
"01/31/2021 18:00:00","EST","CENTRL",61754,2268.423
"01/31/2021 18:00:00","EST","DUNWOD",61760,797.525
"01/31/2021 18:00:00","EST","GENESE",61753,1384.6267
"01/31/2021 18:00:00","EST","HUD VL",61758,1427.3677
"01/31/2021 18:00:00","EST","LONGIL",61762,2882.785
"01/31/2021 18:00:00","EST","MHK VL",61756,1221.4558
"01/31/2021 18:00:00","EST","MILLWD",61759,478.5877
"01/31/2021 18:00:00","EST","N.Y.C.",61761,6363.6005
"01/31/2021 18:00:00","EST","NORTH",61755,752.3117
"01/31/2021 18:00:00","EST","WEST",61752,1870.7603
"01/31/2021 19:00:00","EST","CAPITL",61757,1787.1292
"01/31/2021 19:00:00","EST","CENTRL",61754,2229.9968
"01/31/2021 19:00:00","EST","DUNWOD",61760,781.3677
"01/31/2021 19:00:00","EST","GENESE",61753,1361.439
"01/31/2021 19:00:00","EST","HUD VL",61758,1387.9673
"01/31/2021 19:00:00","EST","LONGIL",61762,2806.7825
"01/31/2021 19:00:00","EST","MHK VL",61756,1208.1938
"01/31/2021 19:00:00","EST","MILLWD",61759,462.1393
"01/31/2021 19:00:00","EST","N.Y.C.",61761,6303.042
"01/31/2021 19:00:00","EST","NORTH",61755,747.8301
"01/31/2021 19:00:00","EST","WEST",61752,1863.6762
"01/31/2021 20:00:00","EST","CAPITL",61757,1729.0063
"01/31/2021 20:00:00","EST","CENTRL",61754,2162.5389
"01/31/2021 20:00:00","EST","DUNWOD",61760,763.106
"01/31/2021 20:00:00","EST","GENESE",61753,1309.3166
"01/31/2021 20:00:00","EST","HUD VL",61758,1338.4507
"01/31/2021 20:00:00","EST","LONGIL",61762,2718.7651
"01/31/2021 20:00:00","EST","MHK VL",61756,1166.8954
"01/31/2021 20:00:00","EST","MILLWD",61759,443.9251
"01/31/2021 20:00:00","EST","N.Y.C.",61761,6184.0717
"01/31/2021 20:00:00","EST","NORTH",61755,739.9609
"01/31/2021 20:00:00","EST","WEST",61752,1852.1634
"01/31/2021 21:00:00","EST","CAPITL",61757,1643.9036
"01/31/2021 21:00:00","EST","CENTRL",61754,2074.1902
"01/31/2021 21:00:00","EST","DUNWOD",61760,735.8994
"01/31/2021 21:00:00","EST","GENESE",61753,1249.0883
"01/31/2021 21:00:00","EST","HUD VL",61758,1285.1379
"01/31/2021 21:00:00","EST","LONGIL",61762,2598.3511
"01/31/2021 21:00:00","EST","MHK VL",61756,1122.4739
"01/31/2021 21:00:00","EST","MILLWD",61759,427.4868
"01/31/2021 21:00:00","EST","N.Y.C.",61761,6033.4172
"01/31/2021 21:00:00","EST","NORTH",61755,730.7519
"01/31/2021 21:00:00","EST","WEST",61752,1794.128
"01/31/2021 22:00:00","EST","CAPITL",61757,1570.003
"01/31/2021 22:00:00","EST","CENTRL",61754,1962.1112
"01/31/2021 22:00:00","EST","DUNWOD",61760,701.1252
"01/31/2021 22:00:00","EST","GENESE",61753,1161.2367
"01/31/2021 22:00:00","EST","HUD VL",61758,1215.8881
"01/31/2021 22:00:00","EST","LONGIL",61762,2439.5267
"01/31/2021 22:00:00","EST","MHK VL",61756,1078.4337
"01/31/2021 22:00:00","EST","MILLWD",61759,403.1622
"01/31/2021 22:00:00","EST","N.Y.C.",61761,5796.1815
"01/31/2021 22:00:00","EST","NORTH",61755,718.7949
"01/31/2021 22:00:00","EST","WEST",61752,1717.3269
"01/31/2021 23:00:00","EST","CAPITL",61757,1514.0312
"01/31/2021 23:00:00","EST","CENTRL",61754,1887.2121
"01/31/2021 23:00:00","EST","DUNWOD",61760,660.6946
"01/31/2021 23:00:00","EST","GENESE",61753,1092.7938
"01/31/2021 23:00:00","EST","HUD VL",61758,1152.6493
"01/31/2021 23:00:00","EST","LONGIL",61762,2275.069
"01/31/2021 23:00:00","EST","MHK VL",61756,1038.3067
"01/31/2021 23:00:00","EST","MILLWD",61759,376.2572
"01/31/2021 23:00:00","EST","N.Y.C.",61761,5530.3567
"01/31/2021 23:00:00","EST","NORTH",61755,710.2366
"01/31/2021 23:00:00","EST","WEST",61752,1649.2234
