"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"02/11/2021 00:00:00","EST","CAPITL",61757,1379.8111
"02/11/2021 00:00:00","EST","CENTRL",61754,1798.3596
"02/11/2021 00:00:00","EST","DUNWOD",61760,595.5771
"02/11/2021 00:00:00","EST","GENESE",61753,1076.334
"02/11/2021 00:00:00","EST","HUD VL",61758,1027.7879
"02/11/2021 00:00:00","EST","LONGIL",61762,2003.5978
"02/11/2021 00:00:00","EST","MHK VL",61756,940.8471
"02/11/2021 00:00:00","EST","MILLWD",61759,323.3165
"02/11/2021 00:00:00","EST","N.Y.C.",61761,4984.05
"02/11/2021 00:00:00","EST","NORTH",61755,679.9297
"02/11/2021 00:00:00","EST","WEST",61752,1602.9286
"02/11/2021 01:00:00","EST","CAPITL",61757,1350.8564
"02/11/2021 01:00:00","EST","CENTRL",61754,1771.8488
"02/11/2021 01:00:00","EST","DUNWOD",61760,587.6207
"02/11/2021 01:00:00","EST","GENESE",61753,1055.1257
"02/11/2021 01:00:00","EST","HUD VL",61758,1007.8209
"02/11/2021 01:00:00","EST","LONGIL",61762,1937.5028
"02/11/2021 01:00:00","EST","MHK VL",61756,921.1302
"02/11/2021 01:00:00","EST","MILLWD",61759,309.9766
"02/11/2021 01:00:00","EST","N.Y.C.",61761,4816.3648
"02/11/2021 01:00:00","EST","NORTH",61755,675.5454
"02/11/2021 01:00:00","EST","WEST",61752,1572.2476
"02/11/2021 02:00:00","EST","CAPITL",61757,1342.825
"02/11/2021 02:00:00","EST","CENTRL",61754,1770.3501
"02/11/2021 02:00:00","EST","DUNWOD",61760,578.6223
"02/11/2021 02:00:00","EST","GENESE",61753,1043.729
"02/11/2021 02:00:00","EST","HUD VL",61758,998.2057
"02/11/2021 02:00:00","EST","LONGIL",61762,1904.4134
"02/11/2021 02:00:00","EST","MHK VL",61756,911.2222
"02/11/2021 02:00:00","EST","MILLWD",61759,307.5347
"02/11/2021 02:00:00","EST","N.Y.C.",61761,4731.2599
"02/11/2021 02:00:00","EST","NORTH",61755,679.8828
"02/11/2021 02:00:00","EST","WEST",61752,1553.0024
"02/11/2021 03:00:00","EST","CAPITL",61757,1346.2206
"02/11/2021 03:00:00","EST","CENTRL",61754,1775.1693
"02/11/2021 03:00:00","EST","DUNWOD",61760,573.8593
"02/11/2021 03:00:00","EST","GENESE",61753,1042.6925
"02/11/2021 03:00:00","EST","HUD VL",61758,995.9595
"02/11/2021 03:00:00","EST","LONGIL",61762,1904.5755
"02/11/2021 03:00:00","EST","MHK VL",61756,911.3519
"02/11/2021 03:00:00","EST","MILLWD",61759,309.2854
"02/11/2021 03:00:00","EST","N.Y.C.",61761,4698.9389
"02/11/2021 03:00:00","EST","NORTH",61755,681.791
"02/11/2021 03:00:00","EST","WEST",61752,1553.9771
"02/11/2021 04:00:00","EST","CAPITL",61757,1367.1316
"02/11/2021 04:00:00","EST","CENTRL",61754,1809.531
"02/11/2021 04:00:00","EST","DUNWOD",61760,580.6693
"02/11/2021 04:00:00","EST","GENESE",61753,1066.6985
"02/11/2021 04:00:00","EST","HUD VL",61758,1010.1964
"02/11/2021 04:00:00","EST","LONGIL",61762,1944.0669
"02/11/2021 04:00:00","EST","MHK VL",61756,931.6542
"02/11/2021 04:00:00","EST","MILLWD",61759,317.6707
"02/11/2021 04:00:00","EST","N.Y.C.",61761,4724.9007
"02/11/2021 04:00:00","EST","NORTH",61755,681.8765
"02/11/2021 04:00:00","EST","WEST",61752,1572.0397
"02/11/2021 05:00:00","EST","CAPITL",61757,1438.8744
"02/11/2021 05:00:00","EST","CENTRL",61754,1924.719
"02/11/2021 05:00:00","EST","DUNWOD",61760,599.7312
"02/11/2021 05:00:00","EST","GENESE",61753,1132.172
"02/11/2021 05:00:00","EST","HUD VL",61758,1057.0885
"02/11/2021 05:00:00","EST","LONGIL",61762,2051.5991
"02/11/2021 05:00:00","EST","MHK VL",61756,997.5033
"02/11/2021 05:00:00","EST","MILLWD",61759,338.9351
"02/11/2021 05:00:00","EST","N.Y.C.",61761,4928.4595
"02/11/2021 05:00:00","EST","NORTH",61755,689.1838
"02/11/2021 05:00:00","EST","WEST",61752,1638.7692
"02/11/2021 06:00:00","EST","CAPITL",61757,1561.0015
"02/11/2021 06:00:00","EST","CENTRL",61754,2114.8913
"02/11/2021 06:00:00","EST","DUNWOD",61760,654.4263
"02/11/2021 06:00:00","EST","GENESE",61753,1234.2378
"02/11/2021 06:00:00","EST","HUD VL",61758,1146.4913
"02/11/2021 06:00:00","EST","LONGIL",61762,2225.557
"02/11/2021 06:00:00","EST","MHK VL",61756,1090.6919
"02/11/2021 06:00:00","EST","MILLWD",61759,352.6499
"02/11/2021 06:00:00","EST","N.Y.C.",61761,5309.753
"02/11/2021 06:00:00","EST","NORTH",61755,711.5445
"02/11/2021 06:00:00","EST","WEST",61752,1751.8332
"02/11/2021 07:00:00","EST","CAPITL",61757,1648.8014
"02/11/2021 07:00:00","EST","CENTRL",61754,2227.1725
"02/11/2021 07:00:00","EST","DUNWOD",61760,699.3592
"02/11/2021 07:00:00","EST","GENESE",61753,1309.9956
"02/11/2021 07:00:00","EST","HUD VL",61758,1218.5543
"02/11/2021 07:00:00","EST","LONGIL",61762,2385.2767
"02/11/2021 07:00:00","EST","MHK VL",61756,1153.9364
"02/11/2021 07:00:00","EST","MILLWD",61759,381.5288
